X,Y,MonUID,RecordType,Name,MonType,GatewayURL,ESRI_OID
-1.0805316933,53.958695080399998,MYO1008,BLD,,"NEWSPAPER OFFICE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1008,11
-1.0803047092,53.9586214399,MYO1009,BLD,"45, 46 Parliament Street","SHOP; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1009,12
-1.0808711267,53.959893088900003,MYO1010,BLD,,"HOUSE; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1010,13
-1.080829163,53.959721996500001,MYO1011,BLD,,"WAREHOUSE; JETTIED BUILDING; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1011,14
-1.0818206243,53.958992552300003,MYO1012,BLD,14 Parliament Street,"SHOP; HOUSE; SHOP; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1012,15
-1.0818493165,53.959073663200002,MYO1013,BLD,15 Parliament Street,"SHOP; HOUSE; SHOP; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1013,16
-1.0819397637,53.959119296300003,MYO1014,BLD,16 Parliament Street,"SHOP; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1014,17
-1.0820300048,53.959173912300002,MYO1015,BLD,17 and 18 Parliament Street,"SHOP; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1015,18
-1.0821202551,53.959228532700003,MYO1016,BLD,"19, 20 and 21 Parliament Street","SHOP; HOUSE; SHOP; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1016,19
-1.0816565829,53.959521596599998,MYO1017,BLD,,"SHOP; HOUSE; HOUSE; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1017,20
-1.0815653543,53.959511910400003,MYO1018,BLD,,"SHOP; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1018,21
-1.0813700183,53.9593845837,MYO1019,BLD,,"SHOP; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1019,22
-1.0813260778,53.959303356100001,MYO1020,BLD,,"SHOP; HOUSE; HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1020,23
-1.081084641,53.959193652499998,MYO1021,BLD,,"SHOP; HOUSE; HOUSE; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1021,24
-1.0810246727,53.959148251800002,MYO1022,BLD,,"SHOP; HOUSE; HOUSE; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1022,25
-1.0808429972,53.959092935800001,MYO1023,BLD,,"HOUSE; SHOP; SHOP; HOUSE; SHOP; RESTAURANT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1023,26
-1.0999916447,53.967300144299998,MYO1024,BLD,ST HILDAS GARTH,"HOUSE; COMMUNITY CENTRE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1024,27
-1.0931178044,53.9532001444,MYO1026,BLD,,"HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1026,28
-1.0928917934,53.953081592799997,MYO1027,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1027,29
-1.0928318301,53.953036197099998,MYO1028,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1028,30
-1.0929548858,53.952983200299997,MYO1029,BLD,"FORECOURT WALLS, GATES AND RAILINGS TO NUMBERS 9-15 (ODD)","WALL; GATE; RAILINGS; GATE PIER",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1029,31
-1.0927120803,53.952936424299999,MYO1030,BLD,NUMBER 17 AND ATTACHED RAILINGS,"HOUSE; WALL; RAILINGS; GATE PIER; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1030,32
-1.0925157744,53.952854050299997,MYO1031,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1031,33
-1.0925157744,53.952854050299997,MYO1032,BLD,"FORECOURT WALL, RAILINGS AND GATE TO NUMBER 19","WALL; RAILINGS; GATE PIER; GATE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1032,34
-1.0918352275,53.952615217599998,MYO1033,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1033,35
-1.0808734537,53.958401088499997,MYO1034,BLD,BARCLAYS BANK,"BANK (FINANCIAL); BANK (FINANCIAL)",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1034,36
-1.0812484801,53.958673596399997,MYO1035,BLD,,"HOUSE; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1035,37
-1.0873219132,53.954135962599999,MYO1036,BLD,THE MOAT HOTEL,"HOSPITAL; PLAQUE; HOTEL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1036,38
-1.0789547869,53.962475967300001,MYO1037,BLD,1 Ogelforth,"HOUSE; HOUSE; RESTAURANT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1037,39
-1.0792146461,53.962442004400003,MYO1038,BLD,THE DUTCH HOUSE,"HOUSE; HOUSE; GARAGE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1038,40
-1.0789547869,53.962475967300001,MYO1039,BLD,5 Ogleforth,"HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1039,41
-1.0792104879,53.962630727300002,MYO1040,BLD,9 Ogleforth,"HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1040,42
-1.0793925725,53.962668070900001,MYO1041,BLD,11 Ogleforth,"HOUSE; HOUSE; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1041,43
-1.0793925725,53.962668070900001,MYO1042,BLD,CROMWELL HOUSE,"HOUSE; HOUSE; HOUSE; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1042,44
-1.0801500068,53.962880596,MYO1043,BLD,,"TIMBER FRAMED BUILDING; TIMBER FRAMED BUILDING; GARAGE; APARTMENT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1043,45
-1.0784224552,53.948504382599999,MYO1044,BLD,PIKEING WELL,"WELL HEAD; BUILDING; GATE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1044,46
-1.0806310608,53.9597204811,MYO1048,BLD,,"HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1048,47
-1.0807543601,53.959658504300002,MYO1049,BLD,,"HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1049,48
-1.0808311393,53.959632131799999,MYO1050,BLD,12-15 Newgate,"ROW; ROW HOUSE; TIMBER FRAMED HOUSE; ROW HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1050,49
-1.0858176578,53.958115229599997,MYO1051,BLD,THE OTHER TAP AND SPILE PUBLIC HOUSE,"PUBLIC HOUSE; PUBLIC HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1051,50
-1.0861723675,53.958621259,MYO1052,BLD,CHURCH COTTAGES,"ROW; ROW HOUSE; JETTIED HOUSE; ROW HOUSE; ROW HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1052,51
-1.086278637,53.958640044,MYO1053,BLD,33 North Street,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1053,52
-1.0863530643,53.958721501500001,MYO1054,BLD,35 and 37 North Street,"HOUSE; HOUSE; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1054,53
-1.0863530643,53.958721501500001,MYO1055,BLD,39 North Street,"WEALDEN HOUSE; HOUSE; HOUSE; HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1055,54
-1.0862831555,53.958433352,MYO1056,BLD,CHURCH OF ALL SAINTS WITH ANCHORAGE ATTACHED,"ANCHORITE CELL; JETTIED BUILDING; CHURCH; CHURCH; CHURCH; CHURCH; CHURCH; COMMEMORATIVE BRASS; COMMEMORATIVE BRASS; COMMEMORATIVE BRASS; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE BRASS; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; WEATHER VANE; COMMEMORATIVE MONUMENT; COMMEMORATIVE BRASS; COMMEMORATIVE MONUMENT; CHURCH; CHURCH; ANCHORITE CELL; CHURCH",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1056,55
-1.0864228003,53.960411786400002,MYO1057,BLD,RIVER HOUSE AND ATTACHED AREA WALLS AND RAILINGS,"CLUB; OFFICE; WALL; RAILINGS",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1057,56
-1.0862943241,53.9614084834,MYO1058,BLD,CENTRAL LIBRARY (EXPLORE),"PUBLIC LIBRARY; REFERENCE LIBRARY; RAINWATER HEAD; PUBLIC LIBRARY; REFERENCE LIBRARY; PUBLIC LIBRARY; REFERENCE LIBRARY",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1058,57
-1.0862441709,53.9609137598,MYO1059,BLD,DRINKING FOUNTAIN,DRINKING FOUNTAIN,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1059,58
-1.0870948774,53.960344989900001,MYO1060,BLD,LENDAL HILL HOUSE,"WATERWORKS; WATERWORKS; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1060,59
-1.0872742101,53.960508135300003,MYO1061,BLD,FORMER WATERWORKS ENGINE HOUSE AT REAR OF LENDAL HILL HOUSE,"ENGINE HOUSE; OFFICE; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1061,60
-1.0871732333,53.960246716500002,MYO1062,BLD,YORK CITY WALLS (LENDAL TOWER),"TOWER; TOWER; WATER TOWER; OFFICE; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1062,61
-1.0861630682,53.961137845499998,MYO1063,BLD,ST LEONARDS HOSPITAL REMAINS,"CHAPEL; HOSPITAL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1063,62
-1.0820150878,53.957771659899997,MYO1065,BLD,,"BANK (FINANCIAL); MANAGERS HOUSE; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1065,63
-1.0818349963,53.957644449299998,MYO1066,BLD,,"HOUSE; SHOP; SHOP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1066,64
-1.0833025387,53.959525174,MYO1067,BLD,,"TERRACE; TERRACED HOUSE; TOWN HOUSE; TERRACED HOUSE; RAINWATER HEAD; TERRACED HOUSE; TERRACED HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1067,65
-1.086612461,53.960799713699998,MYO1068,BLD,THE LODGE AND ATTACHED GATES AND GATE PIERS,"LODGE; GATE; GATE PIER; GAS LAMP",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1068,66
-1.0876572164,53.961814312,MYO1069,BLD,"YORKSHIRE MUSEUM, TEMPEST ANDERSON HALL AND ST MARYS ABBEY REMAINS","ABBEY; SLYPE; CHAPTER HOUSE; ABBEY; WARMING HOUSE; MUSEUM; MUSEUM; LECTURE THEATRE; RAINWATER HEAD; LECTURE THEATRE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1069,67
-1.0851709579,53.961202200199999,MYO1070,BLD,1 Museum Street/2 Blake Street,"REGISTER OFFICE; REGISTER OFFICE; LOCAL GOVERNMENT OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1070,68
-1.0856879082,53.961260066100003,MYO1071,BLD,NUMBERS 2 AND 4 AND RAILINGS ATTACHED TO FRONT AND LEFT SIDE,"HOUSE; RAILINGS",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1071,69
-1.0854015045,53.961114075200001,MYO1072,BLD,,"HOUSE; HOTEL; RESTAURANT",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1072,70
-1.0862676633,53.960536440699997,MYO1073,BLD,CLUB CHAMBERS AND RAILINGS ATTACHED AT FRONT,"OFFICE; RAILINGS; WALL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1073,71
-1.0869892406,53.961692399,MYO1074,BLD,CURATORS HOUSE,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1074,72
-1.086831034,53.961259768399998,MYO1075,BLD,YORK CITY WALLS (MULTANGULAR TOWER AND WALL ATTACHED TO SOUTH EAST),"ANGLE TOWER; WALL; TOWER; TOWER; TOWER",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1075,73
-1.0880056202,53.961214756499999,MYO1076,BLD,OBSERVATORY,"OBSERVATORY; OBSERVATORY",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1076,74
-1.0904927191,53.961089798,MYO1077,BLD,RAILINGS AND GATES FORMING SOUTH WEST BOUNDARY OF MUSEUM GARDENS,"RAILINGS; GATE; BOUNDARY WALL; GATE PIER",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1077,75
-1.0887210318,53.961957205799997,MYO1078,BLD,ST MARYS ABBEY REMAINS CHURCH,"CHURCH; ABBEY; CHURCH",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1078,76
-1.0894830261,53.961261912799998,MYO1079,BLD,ST MARYS ABBEY REMAINS HOSPITIUM AND WATERGATE,"GUEST HOUSE; GUEST HOUSE; WATER GATE; GUEST HOUSE; ABBEY; MUSEUM",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1079,77
-1.0900656165,53.961805610399999,MYO1080,BLD,ST MARYS ABBEY REMAINS PRECINCT WALLS,"TOWN WALL; INTERVAL TOWER; TOWN WALL; TOWER; TOWER; TOWER; TOWER; ARCH; PLAQUE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1080,78
-1.0895267588,53.962053192200003,MYO1081,BLD,"ST MARYS LODGE AND ATTACHED RAILINGS, GATES AND GATE PIERS","GATEHOUSE; LODGE; LODGE; GATE; GATE PIER; RAILINGS; WALL; MUSEUM; ABBEY",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1081,79
-1.0981831235,53.953624749699998,MYO1082,BLD,MOUNT TERRACE HOUSE,"HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1082,80
-1.0982874581,53.9537333894,MYO1083,BLD,"GARDEN RAILINGS, GATE STANDARDS AND GATE TO NUMBER 6 FRONTING HOLGATE ROAD","GARDEN WALL; RAILINGS; GATE; GATE PIER; WALL; RAILINGS; GATE; GATE PIER",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1083,81
-1.0987117802,53.9496020622,MYO1084,BLD,NEWINGTON HOTEL,"HOUSE; HOUSE; HOUSE; HOUSE; HOTEL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1084,82
-1.0991756008,53.949290956900001,MYO1085,BLD,HERDSMANS COTTAGE,COTTAGE ORNEE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1085,83
-1.0992387973,53.949893631099997,MYO1086,BLD,188-194 Mount Vale,"TERRACE; TERRACED HOUSE; TERRACED HOUSE; NURSING HOME",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1086,84
-1.0995803541,53.9495995857,MYO1087,BLD,196-202 Mount Vale,"TERRACE; TERRACED HOUSE; TERRACED HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1087,85
-1.1000158341,53.949189396100003,MYO1088,BLD,216 Mount Vale,"HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1088,86
-1.1002293171,53.949182005799997,MYO1089,BLD,218 Mount Vale,"HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1089,87
-1.0863157664,53.961822098100001,MYO1090,BLD,YORK CITY WALLS (ANGLIAN TOWER),"TOWER; TUNNEL; TOWER",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1090,88
-1.0967152969,53.9531463426,MYO1091,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1091,89
-1.0967905024,53.953191850899998,MYO1092,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1092,90
-1.0968659099,53.9532283717,MYO1093,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1093,91
-1.09694131,53.953264887,MYO1094,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1094,92
-1.0971374416,53.9533562405,MYO1095,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1095,93
-1.0972130453,53.953383774400002,MYO1096,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1096,94
-1.0973947165,53.953439064800001,MYO1097,BLD,MOUNT HOUSE,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1097,95
-1.0975285435,53.953592869700003,MYO1098,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1098,96
-1.0976712942,53.953333290499998,MYO1099,BLD,CUMBERLAND HOUSE,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1099,97
-1.0910625289,53.922265580199998,MYO11,BLD,Church,CHURCH,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO11,98
-1.0976088035,53.953404724,MYO1100,BLD,"GARDEN WALL, RAILINGS, GATE AND GATE POSTS FRONTING NUMBER 20 (CUMBERLAND HOUSE)","GARDEN WALL; RAILINGS; GATE; GATE PIER; WALL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1100,99
-1.0978967385,53.9534787885,MYO1101,BLD,"NUMBER 2 AND ATTACHED WALLS, RAILINGS AND GATE","HOUSE; GARDEN WALL; RAILINGS; GATE; GATE PIER; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1101,100
-1.0980172686,53.953542613300002,MYO1102,BLD,3-4 Mount Terrace,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1102,101
-1.0980774415,53.953579013599999,MYO1103,BLD,,"HOUSE; HOUSE; OFFICE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1103,102
-1.0964146537,53.9529553339,MYO1113,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1113,103
-1.0964898586,53.9530008415,MYO1114,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1114,104
-1.0966701678,53.953119042799997,MYO1115,BLD,,HOUSE,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1115,105
-1.0831233816,53.985750924,MYO112,MON,Ditch,DITCH,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO112,106
-1.082097874,53.962329242700001,MYO1127,BLD,"CATHEDRAL CHURCH OF ST PETER, YORK MINSTER","CATHEDRAL; TOMB; CATHEDRAL; CHAPTER HOUSE; CATHEDRAL; TOMB; TOMB; COMMEMORATIVE MONUMENT; CATHEDRAL; LADY CHAPEL; CHAPEL; VESTRY; CATHEDRAL; TOWER; LIBRARY; COMMEMORATIVE MONUMENT; TOMB; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; CHAPTER HOUSE; CATHEDRAL; CATHEDRAL; CATHEDRAL; CATHEDRAL; CATHEDRAL; COMMEMORATIVE BRASS; CATHEDRAL; WAR MEMORIAL; CATHEDRAL; WAR MEMORIAL; CATHEDRAL; CATHEDRAL; CATHEDRAL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1127,107
-1.0833809511,53.962204212800003,MYO1128,BLD,LAMP STANDARD APPROXIMATELY 10 METRES WEST OF YORK MINSTER,LAMP POST,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1128,108
-1.0810568569,53.962537001699999,MYO1129,BLD,RAILINGS AND GATES ATTACHED TO NORTH EAST CORNER OF YORK MINSTER,"RAILINGS; GATE; GATE PIER; WALL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1129,109
-1.0827359137,53.961731914,MYO1130,BLD,CHURCH OF ST MICHAEL LE BELFREY,"PARISH CHURCH; COMMEMORATIVE BRASS; COMMEMORATIVE BRASS; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; COMMEMORATIVE MONUMENT; PARISH CHURCH",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1130,110
-1.0804903898,53.9612653485,MYO1131,BLD,MINSTER SONG SCHOOL (PART),"SCHOOL; SCHOOL; SCHOOL",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1131,111
-1.0817630731,53.963692868499997,MYO1132,BLD,THE DEANERY,"HOUSE; SERVICE WING",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1132,112
-1.0788097107,53.962834381500002,MYO1133,BLD,1 and 2 Monk Bar Court,"HOUSE; HOUSE",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?resourceID=1003&uid=MYO1133,113
